Date,Open,High,Low,Close,Adj Close,Volume
03/11/2020,49.220001,49.959999,49,49.349998,47.837646,15285100
04/11/2020,49.43,50.209999,49.080002,49.169998,47.663158,12930800
05/11/2020,49.759998,50.209999,49.34,49.439999,47.924885,12452400
06/11/2020,49.650002,49.990002,49.25,49.450001,47.934582,9294900
09/11/2020,52.5,53.259998,52.07,52.57,50.958965,33442000
10/11/2020,52.57,54.279999,52.450001,53.98,52.325752,29706700
11/11/2020,53.93,54.299999,53.330002,53.580002,51.938015,17399900
12/11/2020,53.049999,53.209999,52.610001,53.009998,51.385483,15024400
13/11/2020,53.25,53.5,52.889999,53.450001,51.811996,12447900
16/11/2020,54.5,54.619999,53.279999,53.849998,52.199738,14908200
17/11/2020,53.66,53.75,53.029999,53.68,52.03495,14248400
18/11/2020,53.75,54.02,52.560001,52.610001,50.997742,15278200
19/11/2020,52.490002,53.23,51.950001,53.130001,51.501808,17189500
20/11/2020,53.189999,53.25,52.59,52.669998,51.055904,15645600
23/11/2020,52.950001,53.169998,52.200001,52.68,51.065598,13191900
24/11/2020,53.139999,53.59,53.02,53.220001,51.58905,13827600
25/11/2020,53.07,53.279999,52.790001,52.93,51.307938,10194800
27/11/2020,53.110001,53.189999,52.610001,52.700001,51.084984,8499300
30/11/2020,52.09,52.189999,51.080002,51.599998,50.410885,43203600
01/12/2020,52.139999,52.330002,51.790001,52.040001,50.840744,18968800
02/12/2020,51.900002,52.130001,51.639999,52.110001,50.90913,14913100
03/12/2020,51.900002,52.939999,51.900002,52.779999,51.56369,17318900
04/12/2020,52.779999,53.869999,52.759998,53.849998,52.609032,18122400
07/12/2020,53.759998,53.779999,52.700001,52.990002,51.768852,16210900
08/12/2020,52.939999,53.48,52.790001,53.18,51.954472,12485800
09/12/2020,53.369999,53.599998,53,53.330002,52.101017,11508400
10/12/2020,53.400002,53.509998,52.98,53.049999,51.827465,12097300
11/12/2020,52.799999,53.540001,52.779999,53.349998,52.120552,10638100
14/12/2020,53.650002,53.84,53.18,53.27,52.0424,22292000
15/12/2020,53.790001,54.220001,53.599998,53.84,52.599266,16193700
16/12/2020,53.599998,53.799999,52.939999,53.060001,51.837242,15679600
17/12/2020,53.299999,53.709999,53.150002,53.27,52.0424,12677300
18/12/2020,53.080002,53.84,52.619999,53.740002,52.501575,35480100
21/12/2020,52.68,53,51.98,52.810001,51.593002,14926600
22/12/2020,52.810001,53.18,52.389999,52.759998,51.544151,9689500
23/12/2020,52.950001,53.389999,52.939999,53.080002,51.856777,7040300
24/12/2020,53.02,53.549999,53.02,53.439999,52.208481,3265500
28/12/2020,53.849998,54.439999,53.73,54.16,52.911888,9020500
29/12/2020,54.450001,54.490002,54.02,54.130001,52.882584,8320600
30/12/2020,54.049999,54.630001,54.029999,54.439999,53.185436,8142700
31/12/2020,54.450001,54.93,54.27,54.84,53.576218,8495000
04/01/2021,54.27,54.630001,52.029999,52.759998,51.544151,25611100
05/01/2021,52.330002,52.619999,52.029999,52.18,50.97752,20323800
06/01/2021,51.970001,52.02,50.189999,50.52,49.35577,38724500
07/01/2021,50.09,50.259998,49.52,49.959999,48.808678,53225700
08/01/2021,50.029999,51.130001,49.84,51.080002,49.90287,29674000
11/01/2021,50.619999,50.860001,49.950001,50.200001,49.043152,19304400
12/01/2021,50.040001,50.369999,49.759998,50.110001,48.955223,18538700
13/01/2021,49.98,50.360001,49.950001,50.16,49.004066,18864100
14/01/2021,50.16,50.18,49.220001,49.23,48.095501,34303600
15/01/2021,49.16,49.18,48.529999,48.700001,47.577713,24366800
19/01/2021,48.740002,49.040001,48.240002,48.509998,47.39209,29114500
20/01/2021,48.540001,48.82,48.310001,48.68,47.558178,23115800
21/01/2021,48.779999,49.09,48.459999,48.950001,47.821953,19702500
22/01/2021,48.810001,48.939999,48.490002,48.490002,47.372555,15400300
25/01/2021,48.419998,48.84,48.240002,48.779999,47.655869,16604200
26/01/2021,48.91,49.400002,48.610001,49.290001,48.154121,12922600
27/01/2021,48.889999,49.32,48.23,48.529999,47.411633,21242400
28/01/2021,48.689999,49.5,48.610001,49.150002,48.017345,17498900
29/01/2021,49.029999,49.119999,48.110001,48.150002,47.04039,18670300
01/02/2021,48.27,48.689999,48.18,48.48,47.362785,12183600
02/02/2021,48.799999,49.349998,48.630001,48.959999,47.831726,13319800
03/02/2021,48.950001,49.09,48.669998,48.77,47.646103,12274100
04/02/2021,48.959999,49.07,48.650002,49.009998,47.880569,20597400
05/02/2021,49.5,49.779999,49.27,49.650002,48.505825,12742000
08/02/2021,49.959999,50.169998,49.490002,49.919998,48.7696,17833200
09/02/2021,49.849998,50.02,49.630001,49.700001,48.554668,14592900
10/02/2021,50.41,50.580002,49.529999,49.599998,48.456974,22965400
11/02/2021,49.810001,50.59,49.799999,50.299999,49.140846,21928600
12/02/2021,50.57,50.849998,50.389999,50.689999,49.521854,13137100
16/02/2021,50.619999,50.720001,50.16,50.27,49.111534,15093400
17/02/2021,50,50.490002,49.889999,50.130001,48.974762,12794300
18/02/2021,50.16,50.849998,50.029999,50.77,49.60001,12747100
19/02/2021,50.790001,50.830002,49.970001,50.110001,48.955223,15968800
22/02/2021,49.849998,50.880001,49.669998,50.630001,49.463242,14370900
23/02/2021,51,51.509998,50.419998,50.540001,49.375313,16222300
24/02/2021,50.389999,50.900002,50.130001,50.709999,49.541393,14442000
25/02/2021,50.470001,50.75,49.98,50.169998,49.01384,14211100
26/02/2021,50.200001,50.209999,48.970001,48.990002,47.861034,23638400
01/03/2021,49.439999,50.439999,49.400002,49.900002,48.750065,13901200
02/03/2021,49.84,50.560001,49.700001,50.099998,48.94545,11755100
03/03/2021,49.720001,50.560001,49.709999,49.98,48.828217,15410700
04/03/2021,50.310001,51.09,49.619999,49.939999,48.789135,22036400
05/03/2021,50.049999,50.950001,49.900002,50.790001,49.619549,21310800
08/03/2021,51.470001,52.490002,51.16,51.639999,50.449966,25084900
09/03/2021,51.720001,51.880001,50.82,50.860001,49.687939,23082700
10/03/2021,51.18,51.630001,50.720001,51.439999,50.25457,21331600
11/03/2021,51.41,51.43,50.810001,50.880001,49.707478,17417700
12/03/2021,50.59,50.68,50.200001,50.360001,49.608967,17598600
15/03/2021,50.5,51.119999,50.470001,51.029999,50.268974,13411900
16/03/2021,51.200001,51.52,51.040001,51.220001,50.456142,14214200
17/03/2021,51.25,51.619999,51.150002,51.240002,50.475845,17502700
18/03/2021,51.060001,51.189999,50.490002,50.57,49.815834,18007300
19/03/2021,50.459999,51.080002,50.169998,50.810001,50.052258,67845700
22/03/2021,50.32,51.080002,50.32,51,50.239422,17911400
23/03/2021,50.990002,51.650002,50.830002,51.389999,50.623608,16936700
24/03/2021,51.169998,51.889999,51.150002,51.52,50.751671,14997400
25/03/2021,51.700001,52.060001,51.169998,52.02,51.244213,17091900
26/03/2021,52.139999,53.110001,51.759998,53.040001,52.249001,17126700
29/03/2021,52.73,53.939999,52.709999,53.849998,53.046921,17514100
30/03/2021,53.75,53.790001,52.93,53.150002,52.357361,14871800
31/03/2021,53.029999,53.169998,52.5,52.709999,51.92392,15826500
01/04/2021,52.959999,53.150002,52.459999,52.509998,51.726902,15834700
05/04/2021,52.349998,53.220001,52.290001,52.810001,52.02243,16368700
06/04/2021,53.040001,53.650002,52.900002,53.189999,52.396763,15614300
07/04/2021,53.279999,53.5,53.119999,53.279999,52.485416,10062700
08/04/2021,53.169998,53.380001,52.970001,53.119999,52.327805,9695600
09/04/2021,53.169998,53.279999,52.810001,53.18,52.386909,10828200
12/04/2021,53.330002,53.549999,53.099998,53.349998,52.554375,8565300
13/04/2021,53.040001,53.290001,52.810001,53.09,52.298256,11071700
14/04/2021,52.98,53.189999,52.650002,53.080002,52.288403,9787600
15/04/2021,53.130001,53.66,53.119999,53.330002,52.534676,13078100
16/04/2021,53.740002,53.799999,53.380001,53.68,52.879456,17974100
19/04/2021,54,54.360001,53.299999,54,53.194683,19352900
20/04/2021,53.84,54.59,53.810001,54.169998,53.362148,14419200
21/04/2021,54.240002,54.740002,54.240002,54.610001,53.795586,13866500
22/04/2021,54.470001,54.869999,54.32,54.439999,53.62812,12558900
23/04/2021,54.400002,54.59,54.169998,54.470001,53.657673,9020500
26/04/2021,54.470001,54.509998,53.580002,53.66,52.859753,11684600
27/04/2021,53.560001,53.700001,53.32,53.580002,52.780949,9852400
28/04/2021,53.98,54.049999,53.439999,53.59,52.790798,10868100
29/04/2021,53.540001,54.360001,53.43,54.259998,53.450806,15391000
30/04/2021,54.25,54.27,53.689999,53.98,53.17498,14912600
03/05/2021,54.27,54.799999,54.16,54.48,53.667526,10417900
04/05/2021,54.57,54.619999,53.939999,54.139999,53.332592,14151000
05/05/2021,54.139999,54.240002,53.709999,54,53.194683,9665900
06/05/2021,54.119999,54.610001,54.049999,54.540001,53.726631,11572700
07/05/2021,54.439999,54.77,54.16,54.509998,53.697075,10637500
10/05/2021,54.880001,55.5,54.830002,54.91,54.091114,15545800
11/05/2021,55.029999,55.139999,54.049999,54.32,53.509911,12986700
12/05/2021,54.360001,54.560001,53.880001,54.040001,53.234085,15836500
13/05/2021,53.970001,54.779999,53.830002,54.509998,53.697075,15475800
14/05/2021,54.900002,55.099998,54.689999,54.73,53.913799,11725300
17/05/2021,54.84,55.02,54.5,54.639999,53.825138,12119800
18/05/2021,54.389999,54.560001,54.099998,54.34,53.529613,13232500
19/05/2021,54.119999,54.18,53.610001,54.169998,53.362148,15126100
20/05/2021,54.119999,54.799999,54.119999,54.650002,53.834991,10948400
21/05/2021,54.799999,55.119999,54.220001,54.619999,53.805435,16033200
24/05/2021,54.630001,54.93,54.490002,54.799999,53.98275,10326100
25/05/2021,54.82,54.82,54.349998,54.790001,53.972904,11916500
26/05/2021,54.98,55.049999,54.59,55.029999,54.209324,16064300
27/05/2021,55.209999,55.57,54.779999,55.490002,54.662464,59109600
28/05/2021,55.349998,55.709999,55.200001,55.290001,54.465446,17011600
01/06/2021,55.34,55.650002,55.099998,55.279999,54.455593,13304000
02/06/2021,55.5,55.560001,55.259998,55.5,54.672314,11328500
03/06/2021,55.18,55.740002,55.099998,55.639999,54.810226,17364300
04/06/2021,55.900002,56.48,55.779999,56.240002,55.401279,18935100
07/06/2021,56.310001,56.34,55.810001,56.040001,55.204258,14010800
08/06/2021,56.25,56.25,55.549999,55.650002,54.82008,10968300
09/06/2021,55.75,55.919998,55.48,55.48,54.652611,9838800
10/06/2021,55.91,56.119999,55.759998,55.91,55.076199,12444400
11/06/2021,55.990002,56.209999,55.66,56.16,55.322472,11825800
14/06/2021,55.689999,55.709999,55.200001,55.549999,55.133896,9710800
15/06/2021,55.779999,55.790001,55.189999,55.41,54.994946,11154200
16/06/2021,55.439999,55.459999,54.639999,54.669998,54.260487,15211700
17/06/2021,54.669998,55.150002,54.650002,54.950001,54.538391,10658400
18/06/2021,54.509998,54.619999,53.720001,53.77,53.367229,31445600
21/06/2021,54.220001,54.43,54,54.360001,53.952808,14404300
22/06/2021,54.34,54.849998,54.259998,54.560001,54.151314,13072800
23/06/2021,54.560001,54.599998,54.110001,54.119999,53.714607,12339200
24/06/2021,54.259998,54.419998,54,54.389999,53.982582,11488400
25/06/2021,54.240002,54.470001,54.009998,54.32,53.913109,18880300
28/06/2021,54.25,54.369999,54,54.259998,53.853558,10556900
29/06/2021,54.130001,54.34,53.720001,53.860001,53.456554,12300900
30/06/2021,53.799999,54.18,53.75,54.110001,53.704681,14614200
01/07/2021,54.34,54.48,53.860001,53.959999,53.555805,13214700
02/07/2021,54,54.450001,54,54.18,53.774158,10604600
06/07/2021,53.990002,54.09,53.549999,53.880001,53.476406,15278200
07/07/2021,53.720001,54.380001,53.720001,54.32,53.913109,14377700
08/07/2021,54.009998,54.169998,53.740002,54.130001,53.724533,11943900
09/07/2021,54.25,54.52,54.18,54.459999,54.052059,10847000
12/07/2021,54.32,54.599998,54.27,54.48,54.071911,15107600
13/07/2021,54.950001,55.299999,54.75,55.02,54.607864,15170800
14/07/2021,55.02,56.349998,54.959999,56.259998,55.838573,22002700
15/07/2021,56.240002,56.470001,55.91,56.439999,56.017227,15068200
16/07/2021,56.459999,56.68,56.259998,56.400002,55.977531,14860500
19/07/2021,56.080002,56.349998,55.16,55.73,55.312546,19527000
20/07/2021,55.73,56.330002,55.52,55.830002,55.4118,16257900
21/07/2021,57.330002,57.560001,56.43,56.549999,56.126404,20918200
22/07/2021,56.619999,56.740002,56.049999,56.470001,56.047005,13402700
23/07/2021,56.59,57.330002,56.450001,57.009998,56.582958,12144000
26/07/2021,56.889999,57.119999,56.560001,57.060001,56.632587,8681100
27/07/2021,57.110001,57.540001,56.919998,57.259998,56.831085,12794400
28/07/2021,56.990002,57.16,56.630001,56.740002,56.314983,9858000
29/07/2021,57.07,57.25,56.860001,57.049999,56.622658,9599100
30/07/2021,57.150002,57.25,56.900002,57.029999,56.602806,11727000
02/08/2021,57.200001,57.240002,56.709999,56.880001,56.453934,9778000
03/08/2021,57,57,56.75,56.919998,56.493629,8825500
04/08/2021,56.75,56.950001,56.009998,56.099998,55.679775,11888400
05/08/2021,56.439999,56.59,56.290001,56.5,56.076778,9806800
06/08/2021,56.599998,56.740002,56.439999,56.639999,56.215729,10407900
09/08/2021,56.799999,56.880001,56.43,56.650002,56.225658,8859900
10/08/2021,56.84,57.169998,56.66,56.799999,56.374531,10906900
11/08/2021,56.889999,57.18,56.709999,56.73,56.305058,8370700
12/08/2021,56.73,56.98,56.73,56.84,56.414234,6169200
13/08/2021,56.810001,57.299999,56.77,57.23,56.801311,7713600
16/08/2021,57.200001,57.490002,57.029999,57.48,57.049438,7972000
17/08/2021,57.459999,57.560001,57.009998,57.279999,56.850937,10346400
18/08/2021,57.189999,57.23,56.419998,56.5,56.076778,13873700
19/08/2021,56.060001,56.98,55.950001,56.860001,56.434082,9223700
20/08/2021,56.84,57.029999,56.580002,56.639999,56.215729,10541000
23/08/2021,56.669998,56.75,56.380001,56.439999,56.017227,8912800
24/08/2021,56.639999,56.639999,55.900002,56.009998,55.590446,12067200
25/08/2021,56.060001,56.169998,55.73,56.07,55.650002,11270700
26/08/2021,55.950001,55.98,55.509998,55.540001,55.12397,10331500
27/08/2021,55.66,55.790001,55.450001,55.650002,55.233147,8842200
30/08/2021,55.689999,56.200001,55.639999,56.18,55.759178,10034700
31/08/2021,56.16,56.52,56,56.310001,55.888203,14185700
01/09/2021,56.380001,56.799999,56.279999,56.689999,56.265354,9518900
02/09/2021,56.77,57.029999,56.41,56.77,56.344757,11653200
03/09/2021,56.459999,56.77,56.25,56.73,56.305058,13220400
07/09/2021,56.599998,56.689999,55.509998,55.669998,55.252995,20035300
08/09/2021,55.610001,56.48,55.610001,56.419998,55.997375,12040100
09/09/2021,56.18,56.419998,55.799999,55.860001,55.441574,12545400
10/09/2021,56.009998,56.130001,55.52,55.610001,55.193447,10569400
13/09/2021,55.740002,56.400002,55.740002,56.07,55.650002,20274300
14/09/2021,55.919998,55.98,55.549999,55.689999,55.689999,13918900
15/09/2021,55.68,56,55.419998,55.880001,55.880001,15746000
16/09/2021,55.720001,55.990002,54.82,55.349998,55.349998,17430400
17/09/2021,55.02,55.189999,54.369999,54.439999,54.439999,33370200
20/09/2021,54.110001,54.400002,53.73,54.060001,54.060001,27542500
21/09/2021,54.389999,54.82,53.939999,54.049999,54.049999,16418200
22/09/2021,54.509998,54.560001,54.060001,54.130001,54.130001,12719700
23/09/2021,54.259998,54.619999,54,54.040001,54.040001,13836200
24/09/2021,54,54.240002,53.860001,53.889999,53.889999,9682200
27/09/2021,53.849998,54.25,53.57,53.610001,53.610001,12429500
28/09/2021,53.459999,53.459999,52.43,52.639999,52.639999,19926100
29/09/2021,52.639999,53.16,52.560001,52.959999,52.959999,13941500
30/09/2021,53.169998,53.330002,52.43,52.470001,52.470001,17672000
01/10/2021,52.779999,53.200001,52.57,53.02,53.02,16277400
04/10/2021,53.060001,53.529999,52.400002,52.990002,52.990002,18973400
05/10/2021,53.02,53.470001,52.93,53.080002,53.080002,17173100
06/10/2021,52.77,53.77,52.509998,53.709999,53.709999,21284500
07/10/2021,53.990002,54.279999,53.810001,53.880001,53.880001,13774400
08/10/2021,54,54.389999,53.900002,54.119999,54.119999,13786000
11/10/2021,54.209999,54.389999,54.009998,54.23,54.23,12378500
12/10/2021,54.419998,54.830002,54.220001,54.23,54.23,19474400
13/10/2021,54.169998,54.43,53.790001,54.240002,54.240002,12143300
14/10/2021,54.389999,54.810001,54.310001,54.610001,54.610001,13704000
15/10/2021,54.639999,54.880001,54.290001,54.48,54.48,17867000
18/10/2021,54.349998,54.389999,53.860001,53.939999,53.939999,15861800
19/10/2021,54.040001,54.200001,53.77,54.150002,54.150002,11068500
20/10/2021,54.18,54.759998,54.110001,54.630001,54.630001,12474800
21/10/2021,54.599998,54.669998,54.209999,54.349998,54.349998,14388300
22/10/2021,54.389999,54.529999,54.07,54.450001,54.450001,12828600
25/10/2021,54.380001,54.470001,54.02,54.23,54.23,11855000
26/10/2021,54.32,54.580002,54.23,54.470001,54.470001,12086700
27/10/2021,55.970001,56.080002,55.27,55.52,55.52,24019800
28/10/2021,55.75,56.110001,55.619999,56.040001,56.040001,15928000
29/10/2021,55.869999,56.470001,55.779999,56.369999,56.369999,24460800
01/11/2021,56.389999,56.400002,55.900002,56.169998,56.169998,11651100
02/11/2021,56.470001,56.5,55.970001,56.099998,56.099998,11498400
